Z_PK,Z_ENT,Z_OPT,ZMAGFIELDACCURACY,ZGRAVITYX,ZGRAVITYY,ZGRAVITYZ,ZHEADING,ZMAGFIELDX,ZMAGFIELDY,ZMAGFIELDZ,ZQUATW,ZQUATX,ZQUATY,ZQUATZ,ZROTATIONRATEX,ZROTATIONRATEY,ZROTATIONRATEZ,ZTIMESTAMPEPOCH,ZUSERACCELX,ZUSERACCELY,ZUSERACCELZ,ZTIMESTAMPEST
44775,2,1,2,-0.0559709444642067,0.0593445971608162,-0.996667206287384,60.8593444824219,-18.6876449584961,16.2463188171387,1.8590087890625,-0.252160131931305,0.0345968529582024,-0.0216671787202358,0.966824114322662,-1.27268242835999,-1.42322361469269,0.116571225225925,1560136206.40642,0.0514400452375412,-0.112141028046608,-0.0359256267547607,"Sunday, June 9, 2019 at 11:10:06 PM Eastern Daylight Time"
44776,2,1,2,-0.064348928630352,0.21025076508522,-0.975527465343475,33.2062225341797,-29.9490413665771,44.1695785522461,2.26956176757812,-0.47571074962616,0.0790526121854782,-0.0773753970861435,0.872618496417999,-0.0525232367217541,-0.58434385061264,0.338103532791138,1560136207.40977,0.0559424459934235,0.00239211320877075,0.0190756320953369,"Sunday, June 9, 2019 at 11:10:07 PM Eastern Daylight Time"
44777,2,1,2,-0.313190817832947,0.160998120903969,-0.935943961143494,23.1580390930176,-68.9548721313477,84.2586212158203,-8.7081298828125,-0.552676677703857,0.177640825510025,0.0217197630554438,0.813953638076782,-0.00165552203543484,-0.0153106637299061,0.00238018715754151,1560136208.41308,-0.0203912258148193,-0.00388124585151672,-0.0100257992744446,"Sunday, June 9, 2019 at 11:10:08 PM Eastern Daylight Time"
44778,2,1,2,-0.31253781914711,0.163584247231483,-0.935713827610016,23.1989784240723,-68.9746398925781,84.454719543457,-8.649658203125,-0.552508652210236,0.178118541836739,0.0204176567494869,0.813997089862823,-0.00413337117061019,0.00994340237230062,-0.00115237291902304,1560136209.41645,-0.0185874402523041,-0.00629964470863342,0.0142038464546204,"Sunday, June 9, 2019 at 11:10:09 PM Eastern Daylight Time"
44779,2,1,2,-0.310954362154007,0.166700899600983,-0.935691297054291,23.2819309234619,-69.5654373168945,85.6165084838867,-9.11480712890625,-0.552073180675507,0.178353190422058,0.0185605250298977,0.814285516738892,-0.00512396590784192,0.0231046378612518,0.000587304122745991,1560136210.41876,-0.0172714293003082,-0.00755493342876434,0.0359708070755005,"Sunday, June 9, 2019 at 11:10:10 PM Eastern Daylight Time"
44780,2,1,2,-0.310551464557648,0.16700941324234,-0.935770094394684,23.321496963501,-69.6547088623047,85.9143829345703,-8.7974853515625,-0.551809370517731,0.178274229168892,0.0182552356272936,0.814488530158997,-0.00248119793832302,0.0202966555953026,0.00209103152155876,1560136211.4221,-0.0155685842037201,-0.00861117243766785,0.0364921092987061,"Sunday, June 9, 2019 at 11:10:11 PM Eastern Daylight Time"
44781,2,1,2,-0.310347646474838,0.16678312420845,-0.935878038406372,23.3493747711182,-69.4308700561523,84.9400634765625,-9.00851440429688,-0.551603138446808,0.178123980760574,0.0182433910667896,0.814661264419556,-0.00106920301914215,0.00581890717148781,-0.000245667994022369,1560136212.42544,-0.0183358192443848,-0.00482964515686035,0.0212802290916443,"Sunday, June 9, 2019 at 11:10:12 PM Eastern Daylight Time"
44782,2,1,2,-0.30978399515152,0.166394263505936,-0.936133980751038,23.3692970275879,-69.5438079833984,84.797607421875,-8.89520263671875,-0.551449716091156,0.177768483757973,0.0182037949562073,0.814843654632568,-0.00346573395654559,0.0181847773492336,0.00320184091106057,1560136213.42881,-0.0196926891803741,-0.00532591342926025,0.032400369644165,"Sunday, June 9, 2019 at 11:10:13 PM Eastern Daylight Time"
44783,2,1,2,-0.309251129627228,0.165984123945236,-0.936382949352264,23.3873672485352,-69.8644104003906,85.0020370483398,-9.00921630859375,-0.551308393478394,0.177419930696487,0.0181849636137486,0.815015733242035,0.000273740850389004,0.00528949871659279,-0.00074629788286984,1560136214.43216,-0.0219192504882812,-0.000994294881820679,0.0118668675422668,"Sunday, June 9, 2019 at 11:10:14 PM Eastern Daylight Time"
44784,2,1,2,-0.308750480413437,0.165694937109947,-0.936599373817444,23.405647277832,-69.6864776611328,85.1247406005859,-8.9876708984375,-0.551170408725739,0.177120730280876,0.0181264448910952,0.815175473690033,-0.0015752986073494,0.0148083437234163,0.00106343231163919,1560136215.43547,-0.0215499699115753,-0.00567954778671265,0.033643901348114,"Sunday, June 9, 2019 at 11:10:15 PM Eastern Daylight Time"
44785,2,1,2,-0.3082415163517,0.16558650135994,-0.93678617477417,23.4254817962646,-69.800651550293,85.8698196411133,-9.05313110351563,-0.551029145717621,0.176870822906494,0.0179899707436562,0.815328121185303,-0.00194346625357866,0.017869159579277,0.00275216344743967,1560136216.43886,-0.018198162317276,-0.00622737407684326,0.0386371612548828,"Sunday, June 9, 2019 at 11:10:16 PM Eastern Daylight Time"
44786,2,1,2,-0.307716965675354,0.165596455335617,-0.936956822872162,23.4468555450439,-69.8527984619141,85.2998809814453,-9.11383056640625,-0.550882279872894,0.176648780703545,0.0177986696362495,0.815479755401611,-0.00326131656765938,0.0164914820343256,0.00125790690071881,1560136217.44218,-0.0175934731960297,-0.00484886765480042,0.0331010222434998,"Sunday, June 9, 2019 at 11:10:17 PM Eastern Daylight Time"
44787,2,1,2,-0.307072192430496,0.165497705340385,-0.937185764312744,23.4625759124756,-69.5755844116211,84.9788284301758,-9.19769287109375,-0.550771713256836,0.176341935992241,0.0176248922944069,0.815624535083771,-0.00103937601670623,0.00561430072411895,0.00154540361836553,1560136218.44552,-0.0235783755779266,-0.00372800230979919,0.0177964568138123,"Sunday, June 9, 2019 at 11:10:18 PM Eastern Daylight Time"
44788,2,1,2,-0.306450366973877,0.165486425161362,-0.93739128112793,23.4818668365479,-69.4560241699219,85.0406951904297,-9.19284057617188,-0.550639808177948,0.176071017980576,0.0174171477556229,0.815776586532593,0.00151173234917223,-0.00546600110828876,-0.00230585364624858,1560136219.44889,-0.0305479168891907,0.000876203179359436,-0.0074802041053772,"Sunday, June 9, 2019 at 11:10:19 PM Eastern Daylight Time"
44789,2,1,2,-0.305686742067337,0.165351524949074,-0.937664389610291,23.4870738983154,-69.5875473022461,84.3972091674805,-9.21713256835938,-0.550604104995728,0.175700306892395,0.017239635810256,0.815884470939636,0.000505506061017513,0.000195262022316456,-0.00148023967631161,1560136220.45224,-0.0334174335002899,-0.000743582844734192,-0.00189697742462158,"Sunday, June 9, 2019 at 11:10:20 PM Eastern Daylight Time"
44790,2,1,2,-0.304942578077316,0.16532239317894,-0.937911808490753,23.5046215057373,-69.303581237793,84.857307434082,-9.25091552734375,-0.550484895706177,0.175370737910271,0.0170061998069286,0.816040575504303,-0.002016163431108,0.0174208134412766,0.000461406540125608,1560136221.45561,-0.0216037631034851,-0.00637537240982056,0.0305159687995911,"Sunday, June 9, 2019 at 11:10:21 PM Eastern Daylight Time"
44791,2,1,2,-0.304224461317062,0.165284603834152,-0.938151597976685,23.5125312805176,-69.2449417114258,84.6486206054688,-9.27560424804688,-0.550433158874512,0.175048545002937,0.0167986787855625,0.816148936748505,-8.35051760077477e-05,-0.00283467816188931,-0.000520994188264012,1560136222.45892,-0.0282878577709198,0.00092548131942749,-0.00491929054260254,"Sunday, June 9, 2019 at 11:10:22 PM Eastern Daylight Time"
44792,2,1,2,-0.303503483533859,0.16525362432003,-0.938390612602234,23.5258445739746,-69.1807708740234,84.6968765258789,-9.21868896484375,-0.550343573093414,0.174727857112885,0.016579482704401,0.816282689571381,-0.000438023824244738,0.00333991949446499,0.000321183819323778,1560136223.46226,-0.0267965197563171,-0.00110338628292084,0.00694692134857178,"Sunday, June 9, 2019 at 11:10:23 PM Eastern Daylight Time"
44793,2,1,2,-0.302831888198853,0.165187537670135,-0.938619136810303,23.5335159301758,-69.6195755004883,85.0096969604492,-9.05966186523438,-0.550292015075684,0.174417704343796,0.0163977351039648,0.816387355327606,0.00474762357771397,0.0118020204827189,-0.00241552502848208,1560136224.46563,-0.0193504393100739,0.00172454118728638,0.0310707688331604,"Sunday, June 9, 2019 at 11:10:24 PM Eastern Daylight Time"
44794,2,1,2,-0.302164345979691,0.165190398693085,-0.938833773136139,23.5536403656006,-69.2238693237305,84.7161407470703,-8.81399536132813,-0.550154626369476,0.174131080508232,0.0161703433841467,0.81654566526413,-0.00199495675042272,0.0151330847293139,0.000197608955204487,1560136225.46897,-0.0244583785533905,-0.00314584374427795,0.0268603563308716,"Sunday, June 9, 2019 at 11:10:25 PM Eastern Daylight Time"
